Identifier	Character	Dialogue	Filename	Line Number
kro_VL_tree_who_c3468809	kro	Well, I suppose if I could make any guesses, they would be Mr. Demarc, Mr. Kriesk, and Ms. Nidaria. Do not take my words as law, however.	game/ck_kro.rpy	178
kro_VL_tree_who_312981c5	kro	Mr. Demarc underwent some profound changes and suffered substantial losses during the first contact conflict, he is troubled as a result.	game/ck_kro.rpy	180
kro_VL_tree_who_5933c409	kro	Mr. Kriesk has a deep-seated hatred from our military, despite the praise he received for his prowess with a ranged linear rifle.	game/ck_kro.rpy	182
kro_VL_tree_who_526ac9f8	kro	Ms. Nidaria has a generally progressive and sympathetic attitude. I could easily see her involved with Valak Lideri.	game/ck_kro.rpy	184
ck_lida_5d4288f8	lida	Yes?	game/ck_lida.rpy	11
ck_lida_80499b82	p	Uh, hello, ma’am. I’m [alias.full]. I -	game/ck_lida.rpy	12
ck_lida_c5c5e2b8	lida	[last_dialog]	game/ck_lida.rpy	14
ck_lida_c5c5e2b8_1	lida	[last_dialog]	game/ck_lida.rpy	18
menu_lida_e1322a1d	lida	[last_dialog]	game/ck_lida.rpy	21
lida_advice_a2035d3e	p	Is there any advice that you could offer me?	game/ck_lida.rpy	35
lida_advice_b033bb7e	lida	Keep your mouth closed unless you have something intelligent to say.	game/ck_lida.rpy	36
lida_advice_1278313f	p	Alright. Thank you I suppose.	game/ck_lida.rpy	37
lida_events_f423dc49	p	Can you tell me anything about the political tension here on bridge?	game/ck_lida.rpy	42
lida_events_2abc7cf2	lida	Pay it no mind. Those rumors are nothing but rumors. It is a waste of your time to pay mind to something so absurd.	game/ck_lida.rpy	43
lida_events_fbe37aaf	p	Okay then.	game/ck_lida.rpy	44
lida_convince_tree_dc261397	p	Ms. Ezekeri, I would implore you to meet with Ambassador Columbus. I cannot understand why you decline such a simple request.	game/ck_lida.rpy	49
lida_convince_tree_c595177e	lida	Oh so I see he's found another fresh one to do whatever he asks? That is just rich.	game/ck_lida.rpy	51
lida_convince_tree_f13c7b74	lida	He has no authority to order me to meet with him. But I'll humor you - so go ahead and make your case [alias.title_last].	game/ck_lida.rpy	53
lida_convince_tree_intimidate_38f391b9	p	Ms. Ezekeri I know that Ambassador Irridiss has called you to meet with Ambassador Columbus. If you refuse to meet with Columbus you are disobeying Irridiss.	game/ck_lida.rpy	61
lida_convince_tree_intimidate_b7ccb9f9	p	That puts you under threat of insubordination charges.	game/ck_lida.rpy	63
lida_convince_tree_intimidate_17beaa86	lida	Ha! A threat! You clearly know little about how our system of obligations functions. Please do not make me laugh with your lack of intelligence.	game/ck_lida.rpy	65
lida_convince_tree_flatter_e79608b5	p	Ms. Ezekeri I can see that you are very wise - Ambassador Columbus, one of the most important figures in the galaxy, requires your professional input.	game/ck_lida.rpy	72
lida_convince_tree_flatter_24a5490c	p	He and I both have a deep respect for our elders.	game/ck_lida.rpy	74
lida_convince_tree_flatter_6b866bb3	lida	Hm... very well. You are a sharp one [alias.title_last]. I will accept Ambassador Columbus' request on your word.	game/ck_lida.rpy	76
lida_convince_tree_flatter_2ddd3125	p	On behalf of Columbus and myself, I would like to thank you.	game/ck_lida.rpy	78
ck_lorisk_8a7b8701	lorisk	I do not wish to speak with you again. Take your bigotry elsewhere.	game/ck_lorisk.rpy	14
ck_lorisk_1e2f136a	lorisk	Hello, hola, ciao, bonjour, nǐ hǎo, konnichiwa, zdravstvuyte. Welcome to Concord!	game/ck_lorisk.rpy	21
ck_lorisk_6169d315	lorisk	I'm Lorisk Nidaria, the senior linguist and interpreter here in Concord. But please, just call me Lorisk.	game/ck_lorisk.rpy	22
ck_lorisk_fa5ed282	p	Nice to meet you, Lorisk. I'm [alias.full], a recently-deployed diplomat.	game/ck_lorisk.rpy	23
menu_lorisk_c7307e33	lorisk	[last_dialog]	game/ck_lorisk.rpy	29
lorisk_advice_522f4ba2	p	Do you have any-	game/ck_lorisk.rpy	47
lorisk_advice_76a258c9	lorisk	Advice? Always!	game/ck_lorisk.rpy	49
lorisk_advice_6640326b	p	How did you —	game/ck_lorisk.rpy	51
lorisk_advice_1f9d6293	lorisk	I talk to and interpret people for a living. You'd find that after doing something like that for so long, you develop an intuition to predict what someone is going to say.	game/ck_lorisk.rpy	53
lorisk_advice_ffb02261	lorisk	Anyway, I'll tell you that acceptance is a big deal here.	game/ck_lorisk.rpy	56
lorisk_advice_bcea669c	lorisk	The more you find yourself seeing through someone's skin and into their being, the more your definition of "person" will change.	game/ck_lorisk.rpy	58
lorisk_advice_9ccaa72c	lorisk	While you may recognize someone as kaldrean in passing, when you get to know them you begin to identify them based on their presence in the room.	game/ck_lorisk.rpy	60
lorisk_advice_d87e39ab	lorisk	You can understand a great deal about people based on their cadence of speech and energy they project.	game/ck_lorisk.rpy	63
lorisk_advice_7ea1d548	p	I can see what you mean. Thanks for your advice, Lorisk.	game/ck_lorisk.rpy	65
lorisk_events_c6c91888	p	What do you make of the political tension building here on Concord?	game/ck_lorisk.rpy	71
lorisk_events_755359b9	lorisk	All I know is that we're working as hard as we can to keep tensions from building up any more. I'm afraid it's become increasingly difficult.	game/ck_lorisk.rpy	73
lorisk_events_f2034c6c	p	Why is that?	game/ck_lorisk.rpy	75
lorisk_events_d9888908	lorisk	Kaldreans and humans are just... more bitter recently and I'm not sure why. I have plenty of human friends and they haven't changed their attitudes.	game/ck_lorisk.rpy	77
lorisk_events_33d6b754	lorisk	So I am confused. Perhaps it is because the ambassadors are relatively new and young - it seems kaldreans and humans share a distrust for youth without much life experience.	game/ck_lorisk.rpy	79
lorisk_events_f15a6b24	p	I can see why they'd think that. I had to really struggle against that viewpoint to make it to where I am now.	game/ck_lorisk.rpy	81
lorisk_events_524d51c7	lorisk	We are all doing our best to break down that disposition. I'm glad to see another young diplomat who projects the same charisma and authority as an Elder.	game/ck_lorisk.rpy	83
lorisk_personal_reasons_4f0508ec	p	Can you tell me anything about Valak Lideri?	game/ck_lorisk.rpy	89
lorisk_personal_reasons_136b1889	lorisk	Sorry I'd rather not.	game/ck_lorisk.rpy	91
lorisk_personal_reasons_67cb4e30	p	Personal reasons?	game/ck_lorisk.rpy	93
lorisk_personal_reasons_9ce49f76	lorisk	...yes. I apologize.	game/ck_lorisk.rpy	95
lorisk_personal_reasons_7164a94a	p	Please, don't apologize to me. I was prying.	game/ck_lorisk.rpy	97
lorisk_VL_tree_start_9783413f	p	You seem like you have quite a bit of interesting knowledge and experience. Can you tell me more about yourself and your background?	game/ck_lorisk.rpy	104
lorisk_VL_tree_start_63e3d376	lorisk	Well, there isn't much to tell. Both my parents were linguists, and they made quite sure that I was prepared to communicate with anyone I met.	game/ck_lorisk.rpy	106
lorisk_VL_tree_start_ba7a1443	p	Interesting.	game/ck_lorisk.rpy	113
lorisk_VL_tree_languages_dc5f8785	p	So as the Senior Linguist here I assume you have a penchant for linguistics?	game/ck_lorisk.rpy	118
lorisk_VL_tree_languages_c7307e33	lorisk	[last_dialog]	game/ck_lorisk.rpy	121
lorisk_VL_tree_languages_6ed177d5	lorisk	[last_dialog]	game/ck_lorisk.rpy	128
lorisk_VL_tree_dialects_d9faf4f2	p	Can you tell me about the traditional dialects? Alkay mentioned them so he got me wondering about them.	game/ck_lorisk.rpy	132
lorisk_VL_tree_dialects_1d4d0746	lorisk	I actually know how to read and write in four of the many traditional dialects. Of those four I can speak and understand two: Kalaras and Takress.	game/ck_lorisk.rpy	133
lorisk_VL_tree_dialect_history_444f7ba8	p	Could you talk about the history of those two languages?	game/ck_lorisk.rpy	141
lorisk_VL_tree_dialect_history_60f7a34e	lorisk	Actually the reason I can speak and understand Kalaras and Takress is because they are still spoken, just barely anymore.	game/ck_lorisk.rpy	143
lorisk_VL_tree_dialect_history_22506562	lorisk	They are the more recent of the traditional languages that were prominent around the settlement of Sovereign Paradise.	game/ck_lorisk.rpy	145
lorisk_VL_tree_dialect_history_eaca6a49	lorisk	Although "Sovereign Paradise" is a modern adaptation of the original phrase, which would have meant "Beacon" back then.	game/ck_lorisk.rpy	147
lorisk_VL_tree_dialect_history_3652152e	lorisk	Kalaras and Takress were quite similar and eventually they were unified and enforced in education. This was the first iteration of Kaldrean Common.	game/ck_lorisk.rpy	149
lorisk_VL_tree_dialect_history_384e826c	lorisk	Different subcultures still spoke in their native dialects and still do today. Kaldrean Common has evolved quite a bit as a result of all the cultural input.	game/ck_lorisk.rpy	151
lorisk_VL_tree_dialect_history_337d0cd8	p	Thank you for the information, Lorisk, this is really quite interesting.	game/ck_lorisk.rpy	153
lorisk_VL_tree_list_languages_fbc6b9a2	p	So how many languages can you speak?	game/ck_lorisk.rpy	160
lorisk_VL_tree_list_languages_1721f5eb	lorisk	I can speak thirty languages. Nineteen kaldrean and eleven human.	game/ck_lorisk.rpy	162
lorisk_VL_tree_list_languages_0dbf2ac2	p	Thirty languages? Can you name each one?	game/ck_lorisk.rpy	164
lorisk_VL_tree_list_languages_d36a1d63	lorisk	Do you really want me to list off all the languages I speak? Because I can.	game/ck_lorisk.rpy	165
lorisk_VL_tree_list_all_lauguages_4e329d9a	p	Actually yes, I would.	game/ck_lorisk.rpy	173
lorisk_VL_tree_list_all_lauguages_c6f7cd32	lorisk	Let's see...	game/ck_lorisk.rpy	174
lorisk_VL_tree_list_all_lauguages_f3b5ec0d	lorisk	English,	game/ck_lorisk.rpy	175
lorisk_VL_tree_list_all_lauguages_a4cbbc19	lorisk	Spanish,	game/ck_lorisk.rpy	176
lorisk_VL_tree_list_all_lauguages_5a8aa704	lorisk	French,	game/ck_lorisk.rpy	177
lorisk_VL_tree_list_all_lauguages_cc3a09b1	lorisk	Italian,	game/ck_lorisk.rpy	178
lorisk_VL_tree_list_all_lauguages_84bcd42f	lorisk	Mandarin,	game/ck_lorisk.rpy	179
lorisk_VL_tree_list_all_lauguages_63b9be13	lorisk	Chichewa,	game/ck_lorisk.rpy	180
lorisk_VL_tree_list_all_lauguages_82e799fb	lorisk	Latin,	game/ck_lorisk.rpy	181
lorisk_VL_tree_list_all_lauguages_b7366dbd	lorisk	Japanese,	game/ck_lorisk.rpy	182
lorisk_VL_tree_list_all_lauguages_723579c9	lorisk	Russian,	game/ck_lorisk.rpy	183
lorisk_VL_tree_list_all_lauguages_fea781a3	lorisk	German,	game/ck_lorisk.rpy	184
lorisk_VL_tree_list_all_lauguages_e5e11dee	lorisk	Hindi,	game/ck_lorisk.rpy	185
lorisk_VL_tree_list_all_lauguages_e56ae698	lorisk	Kaldrean Common,	game/ck_lorisk.rpy	186
lorisk_VL_tree_list_all_lauguages_644e0838	lorisk	Ekitri,	game/ck_lorisk.rpy	187
lorisk_VL_tree_list_all_lauguages_34c35f2f	lorisk	Koroa,	game/ck_lorisk.rpy	188
lorisk_VL_tree_list_all_lauguages_3f19ae5a	lorisk	Katrs,	game/ck_lorisk.rpy	189
lorisk_VL_tree_list_all_lauguages_1ff5d85c	lorisk	Akliko,	game/ck_lorisk.rpy	190
lorisk_VL_tree_list_all_lauguages_1f6b9420	lorisk	Qorosk,	game/ck_lorisk.rpy	191
lorisk_VL_tree_list_all_lauguages_dda11cd3	lorisk	Niesk,	game/ck_lorisk.rpy	192
lorisk_VL_tree_list_all_lauguages_6c482ee0	lorisk	Laerek,	game/ck_lorisk.rpy	193
lorisk_VL_tree_list_all_lauguages_8f6ad122	lorisk	Ruas,	game/ck_lorisk.rpy	194
lorisk_VL_tree_list_all_lauguages_4d0ed691	lorisk	Tolaer,	game/ck_lorisk.rpy	195
lorisk_VL_tree_list_all_lauguages_e2a1955e	lorisk	Alkor,	game/ck_lorisk.rpy	196
lorisk_VL_tree_list_all_lauguages_17931e32	lorisk	Senteares,	game/ck_lorisk.rpy	197
lorisk_VL_tree_list_all_lauguages_50f9de44	lorisk	Seleksis,	game/ck_lorisk.rpy	198
lorisk_VL_tree_list_all_lauguages_e124b64a	lorisk	Qalokalra,	game/ck_lorisk.rpy	199
lorisk_VL_tree_list_all_lauguages_bd0c3813	lorisk	Roaq,	game/ck_lorisk.rpy	200
lorisk_VL_tree_list_all_lauguages_b55f22cb	lorisk	Tarakres,	game/ck_lorisk.rpy	201
lorisk_VL_tree_list_all_lauguages_d65c809d	lorisk	Viridi,	game/ck_lorisk.rpy	202
lorisk_VL_tree_list_all_lauguages_ebfca6a6	lorisk	Irradae,	game/ck_lorisk.rpy	203
lorisk_VL_tree_list_all_lauguages_42f66a81	lorisk	Valakri,	game/ck_lorisk.rpy	204
lorisk_VL_tree_list_all_lauguages_1a408d82	lorisk	and... Elvish. Just for fun.	game/ck_lorisk.rpy	205
lorisk_VL_tree_list_all_lauguages_1ffd68ba	p	Wow, that's quite an impressive repertoire! Elvish really?	game/ck_lorisk.rpy	206
lorisk_VL_tree_list_all_lauguages_f9cdf288	lorisk	No, not really. Just joking.	game/ck_lorisk.rpy	207
lorisk_VL_tree_list_languages_cancel_421ee843	p	No I was only joking.	game/ck_lorisk.rpy	213
lorisk_VL_tree_list_languages_cancel_8c53003e	lorisk	Good... I'm sure I would have bored you to tears with a long list.	game/ck_lorisk.rpy	215
lorisk_VL_tree_flatter_6f409fc2	p	You come across as very intelligent. I can see how it would be easy for you to pick up so many languages.	game/ck_lorisk.rpy	222
lorisk_VL_tree_flatter_b6def808	lorisk	Why thank you, [alias.first]. You're quite the charmer, aren't you?	game/ck_lorisk.rpy	224
lorisk_VL_tree_flatter_8dc1e92e	lorisk	Thank you for the compliment. I don't think it's often that anyone realizes how much work it is to maintain command over thirty languages.	game/ck_lorisk.rpy	226
lorisk_VL_tree_flatter_4fab1a23	lorisk	I detect another statement - I'll warn you though, compliments and flattery are two very different concepts. I don't appreciate flattery.	game/ck_lorisk.rpy	228
lorisk_VL_tree_flatter_more_ae22a98e	p	I did mean what I said, Lorisk. I know a few linguists back on Earth, none of whom possess the same repertoire that you do.	game/ck_lorisk.rpy	236
lorisk_VL_tree_flatter_more_3eb1919f	lorisk	Alright. Let me give you some advice, [alias.first]: Be extremely cautious about compliments and flattery around kaldreans.	game/ck_lorisk.rpy	238
lorisk_VL_tree_flatter_more_69236e58	lorisk	I've been tempered by my upbringing on Concord, but other kaldreans might be very easily offended by what you might consider an inane compliment.	game/ck_lorisk.rpy	240
lorisk_VL_tree_flatter_more_3335af2d	p	I'll bear that in mind. Thank you Lorisk.	game/ck_lorisk.rpy	242
lorisk_VL_plans_tree_start_2c0d83d7	p	Lorisk I know about your parents. I know that they are mixed-race.	game/ck_lorisk.rpy	250
lorisk_VL_plans_tree_start_cc2fe05b	lorisk	Oh. You know about that? What do you care? Are you going to scorn me and my family for doing what they feel is right?	game/ck_lorisk.rpy	251
lorisk_VL_plans_tree_sympathy_61455d84	p	I just wanted to say that I think you and you're family are very courageous to be strong against the controversy you likely received.	game/ck_lorisk.rpy	259
lorisk_VL_plans_tree_sympathy_66495ddb	p	You and others like you deserve better than that.	game/ck_lorisk.rpy	261
lorisk_VL_plans_tree_sympathy_f6ee3919	lorisk	I-	game/ck_lorisk.rpy	263
lorisk_VL_plans_tree_sympathy_9111d357	lorisk	You have no idea how hard it's been for us. For all of us. I just... can't stand to see anyone else go through what we have.	game/ck_lorisk.rpy	265
lorisk_VL_plans_tree_sympathy_ef3f569f	p	I'm doing my best to help.	game/ck_lorisk.rpy	267
lorisk_VL_plans_tree_sympathy_37345211	lorisk	Thank you. I cannot express enough just how much this means to me. I am desperate for this revolution to occur - it is the only way we have a chance to make it stop.	game/ck_lorisk.rpy	269
lorisk_VL_plans_tree_sympathy_confidentiality_3168dd21	p	You can trust me Lorisk. I want to help this rebellion to make the change it promises.	game/ck_lorisk.rpy	277
lorisk_VL_plans_tree_sympathy_confidentiality_8b0a0cb9	lorisk	I am willing to go to any length to make sure that we have a chance. Any measure...	game/ck_lorisk.rpy	279
lorisk_VL_plans_tree_sympathy_confidentiality_ed25e216	lorisk	Any means will justify the ends provided that those like my family can be rid of the oppression and the slander and the hatred.	game/ck_lorisk.rpy	281
lorisk_VL_plans_tree_sympathy_confidentiality_b2530f49	lorisk	Valak Lideri is Beacon. When we restore it... not only will we spawn another golden age for kaldreans, but break down the barriers between our races.	game/ck_lorisk.rpy	283
lorisk_VL_plans_tree_sympathy_confidentiality_07747415	lorisk	It will be a new age for all of us.	game/ck_lorisk.rpy	285
lorisk_VL_plans_tree_sympathy_confidentiality_peace_0eb07175	p	Just remember that peaceful uprising will ultimately be the most effective. Minimize the grudges and the vengeance.	game/ck_lorisk.rpy	295
lorisk_VL_plans_tree_sympathy_confidentiality_peace_146b8782	lorisk	We cannot wait any longer, [alias.first]. We have already struggled for so long to give the progressive movement the ability to take down the corruption.	game/ck_lorisk.rpy	297
lorisk_VL_plans_tree_sympathy_confidentiality_peace_f984700b	lorisk	It never works. While I agree that peace minimizes the collateral damage, I simply do not think that we have a choice but to use force.	game/ck_lorisk.rpy	299
lorisk_VL_plans_tree_sympathy_confidentiality_peace_2cd45ae6	p	You may be correct. But if you must use the barrel of a rifle to argue your point, make sure you are aiming at the right people.	game/ck_lorisk.rpy	301
lorisk_VL_plans_tree_sympathy_confidentiality_violence_889a2fb4	p	Make your point with the barrel of a linear rifle. From what I understand the progressive movement is extremely volatile - it would take little to set them off.	game/ck_lorisk.rpy	307
lorisk_VL_plans_tree_sympathy_confidentiality_violence_207f43c6	lorisk	That's what we are planning - I just wish that there was a better way. I do not want my fellow kaldreans to perish for the corrupted controllers.	game/ck_lorisk.rpy	309
lorisk_VL_plans_tree_sympathy_confidentiality_violence_5fbdf115	lorisk	Their lives are worthless. They do not deserve to have soldiers fight and die for them.	game/ck_lorisk.rpy	311
lorisk_VL_plans_tree_sympathy_confidentiality_violence_211b9f55	p	You know that Vatrisk is doing his best to help you right?	game/ck_lorisk.rpy	313
lorisk_VL_plans_tree_sympathy_confidentiality_violence_ba621da3	lorisk	I... I know. But this is out of my hands now. If we turn back now we may never accomplish what we have set out to change.	game/ck_lorisk.rpy	315
lorisk_VL_plans_tree_sympathy_confidentiality_violence_cb965f48	p	Then be very careful. I might not be able to help you once this gets going.	game/ck_lorisk.rpy	317
lorisk_VL_plans_tree_sympathy_confidentiality_reason_1ffcbc3b	p	When you bring the movement to Qolisk, make sure that the ones under the rifle scope are truly the ones responsible for the corruption.	game/ck_lorisk.rpy	324
lorisk_VL_plans_tree_sympathy_confidentiality_reason_49aca4dd	lorisk	I cannot agree with you more, [alias.first]. I cannot imagine how many poor souls are bent to do the bidding of our controllers. They should not trade their lives for leaders'.	game/ck_lorisk.rpy	326
lorisk_VL_plans_tree_sympathy_confidentiality_reason_be8528ab	lorisk	I'm afraid, however, that this will get out of hand.	game/ck_lorisk.rpy	328
lorisk_VL_plans_tree_sympathy_confidentiality_reason_940d935f	p	The it is up to you to keep it under control. You can - you know strength better that most and I definitely know that you can communicate better than most.	game/ck_lorisk.rpy	330
lorisk_VL_plans_tree_disgust_80350066	p	How exactly does that work? How does a kaldrean and a human fall into a relationship?	game/ck_lorisk.rpy	336
lorisk_VL_plans_tree_disgust_051cc16f	lorisk	I cannot believe you really just asked me that? You did not really think that question through before you blurted it did you?	game/ck_lorisk.rpy	338
lorisk_VL_plans_tree_disgust_100ca155	p	No I'm actually -	game/ck_lorisk.rpy	340
lorisk_VL_plans_tree_disgust_b8a64b7c	lorisk	Stop. Stop before you say something even worse than that. You have no idea how much they have had to stand against to be together and to raise me.	game/ck_lorisk.rpy	342
lorisk_VL_plans_tree_disgust_459a5baa	lorisk	They are happier together than most kaldrean or human couples. So not only did they have to face the fire, but I did as well.	game/ck_lorisk.rpy	344
lorisk_VL_plans_tree_disgust_3db04b52	lorisk	I was shunned throughout my schooling and denied military service and the respect that kaldreans gain by going through it.	game/ck_lorisk.rpy	346
lorisk_VL_plans_tree_disgust_cb78a30f	lorisk	So do not try to tell me that you understand, or that you want to. No words can express what we have gone through.	game/ck_lorisk.rpy	348
lorisk_VL_plans_tree_disgust_ba6092c8	lorisk	I thought I could trust you, [alias.title_last], but I guess I couldn't recognize your deceitful tone. I do not want to talk to you anymore.	game/ck_lorisk.rpy	350
ck_noq_7f85c3fc	noq	I told you not to bother me.	game/ck_noq.rpy	11
ck_noq_2f5b0d33	noq	[last_dialog]	game/ck_noq.rpy	17
ck_noq_2770a8e6	noq	Yes?	game/ck_noq.rpy	19
ck_noq_715b41f8	p	I'm [alias.full]. Nice to meet you.	game/ck_noq.rpy	20
ck_noq_97c42fad	noq	Very good. Now please be snappy. I am very busy at the moment.	game/ck_noq.rpy	21
ck_noq_0a2fbbfd	p	Alright. I simply wanted to—	game/ck_noq.rpy	22
ck_noq_2f5b0d33_1	noq	[last_dialog]	game/ck_noq.rpy	24
menu_noq_ccaf2e89	noq	[last_dialog]	game/ck_noq.rpy	28
noq_advice_08e5b379	p	Would you mind sharing some advice?	game/ck_noq.rpy	46
noq_advice_19408aba	noq	Normally I wouldn't, but right now I am very busy. I have a deadline that I need to meet and right now I'm in the zone.	game/ck_noq.rpy	47
noq_advice_3a71e76c	p	Perhaps later then.	game/ck_noq.rpy	48
noq_advice_a00ef980	noq	Perhaps.	game/ck_noq.rpy	49
noq_advice_282ef3df	p	Alright.	game/ck_noq.rpy	50
noq_events_8079094b	p	What do you think about the whole "tension between kaldreans and humans" supposedly here on Concord?	game/ck_noq.rpy	55
noq_events_c611ec2e	noq	Ha. I was not aware of this. But that is probably because I do not pay mind to such matters. Clearly it is so obscure that it is not a real problem.	game/ck_noq.rpy	57
noq_events_38b1fff4	p	Alright then. I think that's clear enough. I'll let you get back to work.	game/ck_noq.rpy	59
noq_designs_b57d992e	p	So Noq, tell me about this new design you're working on.	game/ck_noq.rpy	66
noq_designs_e89cbc13	noq	Oh, yes this structure right here is...	game/ck_noq.rpy	67
noq_designs_abac4c99		Noq talks about his designs, and you get very board	game/ck_noq.rpy	68
noq_VL_tree_start_84245f00	p	Would you happen to know anything about Valak Lideri?	game/ck_noq.rpy	73
noq_VL_tree_start_ea837552	noq	You could ask anyone and they would be likely to give you a better answer than I.	game/ck_noq.rpy	75
noq_VL_tree_start_5bba6eb8	noq	Everyone knows about them just no one knows who they are or what they want. Kind of impractical for what is deemed a "rebel group" if you ask me.	game/ck_noq.rpy	77
noq_VL_tree_start_8bda66d3	noq	What was their most recent thing? A threat? Are they going to kill someone to make their point? How elementary.	game/ck_noq.rpy	79
noq_VL_tree_start_b156882d	noq	If they want to accomplish anything, they will have to re-think their strategy.	game/ck_noq.rpy	81
noq_VL_tree_start_cc7e845a	noq	All I see right now are tactical decisions - they might work in the short term, but they will fail long term.	game/ck_noq.rpy	83
noq_VL_tree_start_8e057a3a	noq	Our government has a strong outer shell but a weak internal structure - they should really focus on that instead.	game/ck_noq.rpy	85
noq_VL_tree_start_acbb5f90	p	You seem like you know quite a lot this.	game/ck_noq.rpy	87
noq_VL_tree_start_6773a448	noq	I dislike our government. But I'll deal with it as long as they no longer force obligations down my throat and then mock me when I am incapable.	game/ck_noq.rpy	89
noq_VL_tree_start_c786a4b5	p	I'm sorry I asked.	game/ck_noq.rpy	91
noq_VL_tree_start_fe2f21db	noq	Just don't ask. Let's avoid talking about my not-so-spectacular military past.	game/ck_noq.rpy	93
noq_VL_tree_start_ccaf2e89	noq	[last_dialog]	game/ck_noq.rpy	97
noq_VL_tree_ask_again_cecb4da6	p	Are you sure, Noq? I feel like you might have something more to say about Valak Lideri.	game/ck_noq.rpy	109
noq_VL_tree_ask_again_2be09cba	noq	I do not understand why you keep questioning me about this. I already told you that I do not know anything about Valak Lideri.	game/ck_noq.rpy	110
noq_VL_tree_assert_a9ebdab2	p	Surely you must know something. I can tell that you do.	game/ck_noq.rpy	118
noq_VL_tree_assert_f21f00ad	noq	You are irritating me with your ridiculous questioning. Remove yourself or I will have security remove you for you.	game/ck_noq.rpy	119
noq_interests_tree_start_739a3fd2	p	What interests you Noq? I'm guessing it's not a question you are asked often.	game/ck_noq.rpy	124
noq_interests_tree_start_b7601d66	noq	You are correct. I have a passion for mathematics and engineering - I can see these shapes and images that translate into numbers and measurements.	game/ck_noq.rpy	126
noq_interests_tree_start_6ea7839e	noq	When I put them into software everything simply works. I feel liberated when I am given architectural design work.	game/ck_noq.rpy	128
noq_interests_tree_start_79b2750f	p	How did you become interested? I assume you had a good education if you have such an expansive knowledge of this material.	game/ck_noq.rpy	130
noq_interests_tree_start_79a1f715	noq	I did. My family and my clan is wealthy. When my parents saw that I had a bent for engineering they put into the best educational system that money can buy.	game/ck_noq.rpy	132
noq_interests_tree_start_f76e0867	noq	Citadel's Academy is the most difficult school to get into, but I was practically invited.	game/ck_noq.rpy	134
noq_interests_tree_start_2dbd9965	p	So you're a savant basically.	game/ck_noq.rpy	136
noq_interests_tree_start_1b2f9836	noq	I suppose. That may also explain why I'm so socially and physically inept.	game/ck_noq.rpy	138
noq_interests_tree_start_f50f4c1e	p	Based on that I can infer that you had some troubles afterwards?	game/ck_noq.rpy	140
noq_interests_tree_start_b1b8da1d	noq	Military training... was absolutely terrible to me. I was unable to perform most of the tasks they asked of me, and I was ridiculed as a result.	game/ck_noq.rpy	142
noq_interests_tree_start_65ed0b0a	noq	I managed to regain some respect by becoming the youngest decorated master marksman in the last two centuries.	game/ck_noq.rpy	144
noq_interests_tree_start_35b250af	noq	The math skills really do come in handy when you can calculate projectile trajectories in your head and hit the center of the target every time.	game/ck_noq.rpy	145
noq_interests_tree_opinions_7e75c6cd	p	So you dislike the military? I suppose that's obvious... Can you be more specific? What is it about the military that turned you away?	game/ck_noq.rpy	153
noq_interests_tree_opinions_0a653ba6	noq	They have a certain expectation for every rookie soldier, even though it may be completely obvious that expectations are unreasonable.	game/ck_noq.rpy	155
noq_interests_tree_opinions_c0fdca61	noq	You get burned even though it is not your fault you were born with a physical defect.	game/ck_noq.rpy	157
noq_interests_tree_opinions_7a480854	noq	They are not permitted to kill you but they will try. They will have you within inches of death simply because they are trying to teach you "strength."	game/ck_noq.rpy	159
noq_interests_tree_opinions_8fb43b60	noq	Their system would work much better if it sought to put those with the right skills in the right training. But they do not. So they waste everyone's time.	game/ck_noq.rpy	161
noq_interests_tree_opinions_656a7dc2	noq	Alkay seems to think this accurate. I can definitely see why there are so many kaldreans out there who dislike the military and service to it.	game/ck_noq.rpy	163
noq_interests_tree_opnions_alkay_d5f3a08d	p	You mentioned Alkay?	game/ck_noq.rpy	171
noq_interests_tree_opnions_alkay_29598c75	noq	Right well, I think I got carried away.	game/ck_noq.rpy	173
noq_interests_tree_opinions_agree_7611eb97	p	I agree. Our military, while not compulsory like the kaldrean's, does uphold the same operational standards for everyone.	game/ck_noq.rpy	179
noq_interests_tree_opinions_agree_53717cfa	p	I feel like the way that they run things around there is inefficient and unbalanced as well.	game/ck_noq.rpy	181
noq_interests_tree_opinions_agree_959f299f	noq	You might talk to Officer Caise and Elder Volk. They know quite a bit about this as well.	game/ck_noq.rpy	183
noq_interests_tree_opinions_agree_bb8b3bce	p	Thank you	game/ck_noq.rpy	185
noq_interests_tree_sympathize_44c442b0	p	I'm sorry that you had to go through that. I don't think any military should treat their own people that way.	game/ck_noq.rpy	191
noq_interests_tree_sympathize_9ecfb564	noq	Do not patronize me, you do not truly understand how bad it was for some of us.	game/ck_noq.rpy	193
noq_interests_tree_sympathize_2a8e42bf	p	I'm sorry I said anything then.	game/ck_noq.rpy	195
noq_interests_tree_sympathize_206aa532	noq	Good.	game/ck_noq.rpy	197
ck_vatrisk_f960dc5d	vatrisk	Hello again, [alias.first], with what may I help you?	game/ck_vatrisk.rpy	16
ck_vatrisk_883d6ce1	p	I am doing well. I actually have a few more questions for you, if you have the time.	game/ck_vatrisk.rpy	18
ck_vatrisk_eb5c0667	vatrisk	[last_dialog]	game/ck_vatrisk.rpy	21
